Region_Comercial,Subregion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES-CUOTA, AL-CUOTA ,AL-VENTA-2017,AL-VENTA-2018,AL-VENTA-2019,YEAR-2018,YEAR-2019
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,0.57,0.46,0.00,4.76,1.19,29.72,4.76
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,1.85,0.00,0.00,0.00,0.00
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,10.12,10.13,10.57,10.57,6.34,35.93,52.84
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,261.65,261.66,438.00,478.69,374.07,1589.28,1067.27
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,116.58,116.52,117.69,53.50,64.20,256.78,234.19
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,37.00,37.00,19.55,21.66,25.89,106.37,93.52
REGION CENTRO ORIENTE,Sub. Selva Alta,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,124.94,124.94,128.92,110.16,130.77,393.37,402.88
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3213.24,3213.24,3213.42,4773.11,3377.21,13786.77,10654.71
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,608.82,608.82,706.15,271.05,404.19,2183.43,1985.29
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,22.56,22.56,47.55,107.26,2.11,488.72,58.12
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1740.77,1740.77,1940.43,2301.04,1673.87,6882.77,6442.64
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,289.71,289.70,202.89,143.71,156.39,844.30,659.38
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,17.49,17.47,0.00,7.13,11.89,40.42,45.17
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,57.06,2.11,0.00,15.32,70.80
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1920.54,1920.54,2035.20,3152.14,1707.63,8299.32,4819.61
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,469.93,469.92,489.79,154.54,335.24,1165.42,984.33
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,11.39,11.40,48.08,48.43,0.00,305.21,21.13
REGION CENTRO ORIENTE,Sub. Selva Alta,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,716.26,716.27,903.51,946.30,775.11,2873.26,2527.44
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,5110.31,5110.31,6301.63,6938.82,5974.58,24904.31,22706.90
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1814.16,1814.16,1000.97,819.08,1045.75,3297.73,4098.19
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,290.20,290.19,186.51,356.99,339.20,1260.99,1192.30
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1514.62,1514.63,1705.56,1565.81,1296.07,4752.11,4909.55
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,993.59,993.58,774.56,1010.21,904.01,3588.03,3515.64
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,22.99,22.99,0.00,40.42,28.53,331.68,68.95
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,14.79,0.00,0.00,0.00,0.00
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,130.82,130.83,127.86,107.26,154.28,441.70,532.58
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3860.47,3860.47,4893.05,5081.67,4341.98,17726.14,15445.26
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1363.97,1363.97,845.24,546.06,784.21,2432.68,3166.57
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,298.48,298.49,229.83,309.43,270.51,1055.99,876.88
REGION CENTRO ORIENTE,Sub. Selva Alta,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1118.73,1118.73,1204.40,996.23,926.48,3180.74,3728.92
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,430.07,430.07,881.82,769.81,627.15,2966.69,2740.55
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,337.43,337.42,278.18,209.23,224.68,1048.52,932.42
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,41.97,41.97,26.95,66.57,85.77,293.23,302.92
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1237.22,1237.21,1081.83,1110.36,1027.14,4485.57,3993.39
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,89.08,89.08,81.37,76.61,110.95,304.33,353.47
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,4.11,4.11,0.00,9.51,7.13,52.31,26.15
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,1.750 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 1.750 LTS NO RETORNABLE,ABRIL,0.00,0.00,7.40,0.00,0.00,0.00,0.00
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.97,3.97,0.00,7.40,2.11,13.74,12.68
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,202.72,202.73,506.16,349.24,292.18,1306.08,1044.02
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,196.85,196.87,132.75,83.22,81.23,359.02,402.21
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,16.29,16.29,42.27,32.76,36.98,115.18,88.76
REGION CENTRO ORIENTE,Sub. Selva Alta,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,340.85,340.86,370.91,323.36,291.13,1537.81,1286.83
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,80.84,0.00
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,REFRESCOS BIMBO,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,REFRESCOS BIMBO FAMILIAR 3 LTS NO RETORNABLE,ABRIL,24.39,24.38,287.42,330.75,187.56,1454.02,682.10
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,160.48,160.48,157.45,199.72,261.00,938.35,1119.05
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,256.28,256.28,563.49,490.97,437.87,2306.27,2049.89
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,220.33,267.09,384.39,1134.14,1059.64
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,32.45,32.45,43.32,80.31,39.63,293.23,163.79
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,102.07,102.08,104.61,142.65,201.83,634.02,780.90
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,155.82,155.83,516.47,549.05,404.20,2222.63,1949.65
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,240.14,225.08,359.82,900.60,901.13
REGION CENTRO ORIENTE,Sub. Oriente,VTA AL PASO MAS OTROS,HORIZONTAL,BIMBO BREAK,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,BIMBO BREAK FAMILIAR 3 LTS NO RETORNABLE,ABRIL,29.26,29.26,210.28,244.63,99.33,1054.06,590.70
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,0.26,0.00
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,REFRESCOS BIMBO,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,REFRESCOS BIMBO FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1281.34,1281.34,743.92,800.45,535.22,3777.18,2401.88
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1448.84,1448.84,1137.01,1715.02,1953.31,6773.98,6549.43
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2772.83,2772.83,2504.01,2366.11,2350.26,9523.08,9089.96
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,1763.95,2768.91,3001.91,11404.00,9336.24
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,451.15,451.15,342.37,611.30,229.83,2398.71,1208.34
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,856.78,856.78,980.62,920.91,1301.33,4161.29,4503.66
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,2320.72,2320.72,2359.57,2568.71,2632.55,9586.65,9750.00
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,820.82,941.81,1134.67,4143.71,3456.57
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,BIMBO BREAK,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,BIMBO BREAK FAMILIAR 3 LTS NO RETORNABLE,ABRIL,793.95,793.95,474.99,592.81,339.73,2179.45,1411.75
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,REFRESCOS BIMBO,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,REFRESCOS BIMBO FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4007.71,4007.69,4418.63,4784.78,3031.70,21681.03,12248.86
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,9036.73,9036.82,8480.02,9179.55,9106.64,40904.34,35954.23
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,6770.14,6770.26,4131.48,3695.19,5699.11,17370.35,22109.30
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,5005.71,5336.99,5633.13,22248.56,21092.73
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2117.55,2117.51,2466.87,2825.62,2393.96,12533.52,8972.44
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,5481.72,5481.76,5315.20,5436.72,5852.53,24156.69,21999.97
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,4771.03,4771.01,3409.24,3141.54,5453.12,14319.00,20179.39
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,3199.23,3668.42,3736.56,14553.98,14010.01
REGION CENTRO ORIENTE,Sub. Oriente,TRADICIONAL,HORIZONTAL,BIMBO BREAK,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,BIMBO BREAK FAMILIAR 3 LTS NO RETORNABLE,ABRIL,2983.91,2983.95,3455.97,3443.81,2295.71,16467.21,9294.30
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,19.02,0.00
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,REFRESCOS BIMBO,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,REFRESCOS BIMBO FAMILIAR 3 LTS NO RETORNABLE,ABRIL,259.08,259.06,60.23,48.61,43.85,253.08,184.92
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,365.15,365.14,356.11,388.87,358.22,1828.62,1492.06
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1412.55,1412.56,815.52,827.40,879.71,3567.59,3608.01
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,2515.55,2890.43,3248.93,12536.55,12660.45
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,75.99,75.99,95.10,124.69,68.69,590.70,321.24
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,177.66,177.67,170.13,198.66,139.48,811.55,660.44
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,687.34,687.34,413.44,278.71,421.37,1492.62,1660.37
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,691.10,719.90,910.90,3639.12,3578.09
REGION CENTRO ORIENTE,Sub. Oriente,COMER Y BEBER,HORIZONTAL,BIMBO BREAK,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,BIMBO BREAK FAMILIAR 3 LTS NO RETORNABLE,ABRIL,124.11,124.11,36.46,17.96,21.13,125.75,92.46
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,6.34,0.00
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,REFRESCOS BIMBO,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,REFRESCOS BIMBO FAMILIAR 3 LTS NO RETORNABLE,ABRIL,895.70,895.70,187.04,0.00,190.21,963.71,1096.85
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,28.08,28.08,42.27,180.17,101.44,470.23,327.05
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,2843.24,2843.24,1845.02,3147.94,2727.11,10123.42,11742.57
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,248.86,226.67,317.28,1358.43,1041.94
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,197.81,197.81,126.80,383.05,460.72,1281.25,1730.87
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,38.19,38.19,14.79,23.25,39.63,108.31,140.54
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,2.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.5 LTS. NO RETORNABLE,ABRIL,2636.52,2636.52,2345.48,3064.49,3086.06,10651.30,12461.81
REGION CENTRO ORIENTE,Sub. Oriente,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,45.97,57.06,25.89,248.86,113.60
