Region_Comercial,Subregion_Comercial,AGRUP_PIVO,CANAL,Marca,Tamano,EMPAQUE,Retornable,Agrup_Producto,SKU,MES,MES-CUOTA, AL-CUOTA ,AL-VENTA-2017,AL-VENTA-2018,AL-VENTA-2019,YEAR-2018,YEAR-2019
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,27.69,26.30,29.59,28.00,28.00,148.46,100.38
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,8.75,10.11,11.89,7.13,7.93,48.34,34.87
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,37.06,37.06,100.92,61.03,60.23,146.62,188.63
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,128.76,128.75,122.58,282.67,124.69,975.86,544.20
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1554.39,1554.39,1354.04,1751.89,1614.39,8573.23,7907.90
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,28.21,28.22,7.40,23.78,41.21,81.89,121.52
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,9.66,9.65,34.87,27.48,30.12,135.26,96.69
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,14.82,14.82,33.81,72.38,48.61,241.46,135.26
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,121.45,121.45,263.91,199.32,116.50,1364.74,456.50
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.39,3.39,8.45,6.34,0.00,6.34,4.23
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,148.59,148.58,105.67,206.58,131.03,764.52,583.30
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1867.85,1867.85,1088.94,1559.31,1564.46,6941.01,7510.05
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,26.80,26.80,12.68,22.72,52.84,100.91,140.01
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16.56,16.55,34.87,39.63,30.12,146.89,101.45
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,47.69,47.69,26.95,22.19,58.65,171.19,139.49
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,887.12,940.48,869.66,865.44,1028.70,3567.42,3714.31
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,4734.94,4829.56,5247.36,5310.37,4864.57,19907.65,18164.86
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,225.61,229.41,214.33,263.65,244.80,1035.21,906.99
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,140.20,140.19,208.44,141.87,144.24,759.26,616.07
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,186.59,188.13,188.09,224.02,151.64,1033.45,632.96
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,480.42,487.27,351.88,649.88,389.53,2587.62,1793.50
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,221.05,229.18,48.61,4.23,122.05,7.93,321.24
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,950.67,967.44,795.70,678.40,943.10,3107.23,3511.94
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,4103.08,4176.25,4884.78,4661.28,4303.46,17570.07,15986.19
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,273.35,274.76,201.30,262.06,274.03,984.31,1019.88
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,163.17,163.16,152.96,160.09,174.36,717.78,620.03
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,14.27,6.34,5.55,12.68,10.30
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,40.02,40.12,44.38,33.81,31.70,124.69,128.39
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,456.80,457.01,475.92,373.68,399.44,1688.10,1652.43
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,3.75,3.75,13.21,3.17,6.87,22.19,21.66
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2.30,1.86,9.51,3.17,1.59,15.85,17.17
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4.94,4.94,12.68,4.23,4.23,38.04,21.13
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,19.61,21.13,19.02,19.02,7.13,116.90,58.25
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,4.71,4.72,0.00,0.00,2.11,2.11,6.34
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,32.70,32.70,35.93,21.13,23.25,101.44,96.69
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,405.72,404.84,399.83,315.43,408.16,1455.09,1510.17
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,3.37,3.37,7.93,3.17,8.98,12.68,21.84
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,1.36,0.00,14.27,1.59,1.59,9.51,11.89
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,326.64,311.91,373.02,457.55,266.29,1812.24,1398.02
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1544.13,1320.51,2755.64,1273.20,2714.43,6077.15,7993.89
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,54.82,49.26,92.99,76.08,63.93,284.25,217.15
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,34.40,34.40,76.88,76.08,13.47,286.90,91.14
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,123.59,121.55,124.69,162.73,107.78,634.02,407.89
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,181.94,181.95,80.84,101.05,45.97,538.92,622.93
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,10.36,10.36,34.87,0.00,0.00,4.23,24.30
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,196.35,188.12,222.96,229.30,177.53,955.79,908.76
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,921.51,787.91,1833.92,764.40,1761.41,3584.23,4908.95
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,43.62,37.37,70.80,57.06,60.76,216.27,194.26
REGION SUR,Sub. Cusco,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,12.85,12.85,38.83,31.70,11.89,133.15,59.44
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,36.51,51.23,464.95,19.02,8.45,122.58,69.21
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1068.49,1292.14,1552.57,1795.09,939.15,3994.37,5040.51
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,31.51,37.07,188.09,0.00,371.96,274.74,395.21
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,15.88,15.88,20.61,1.59,1.59,30.12,30.12
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,8.54,10.58,321.24,14.79,8.45,371.96,97.22
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,51.50,51.50,21.40,35.66,109.37,59.44,168.81
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,0.00,0.00,0.00,0.00,12.68
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,34.91,43.15,464.95,114.12,8.45,832.68,73.97
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,952.78,1086.41,416.08,641.95,418.46,1604.88,2284.87
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,30.82,37.07,98.27,0.00,57.06,94.05,159.56
REGION SUR,Sub. Cusco,VERTICAL,VERTICAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,31.77,31.77,17.44,0.00,1.59,28.53,31.70
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,1387.69,1387.68,1264.87,1343.07,1448.74,5021.97,5409.79
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,4592.57,4592.58,6126.68,6497.98,6356.51,25458.94,20164.03
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,231.90,231.90,237.05,198.66,241.98,883.23,857.51
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,211.50,211.52,259.96,245.69,207.65,1046.17,731.52
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,455.22,455.21,524.12,615.00,338.14,2379.69,1451.91
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,453.97,453.97,299.58,526.24,406.97,2303.10,1469.36
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,280.92,280.89,135.79,0.00,87.71,6.34,330.22
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,857.93,857.90,721.73,712.22,877.06,2857.32,3321.21
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,3320.51,3320.52,3193.12,3673.39,3982.48,14815.22,13433.84
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,189.80,189.80,191.44,145.82,191.26,669.24,707.99
REGION SUR,Sub. Cusco,TRADICIONAL,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,146.43,146.43,174.36,163.27,122.05,633.51,514.63
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,46.62,46.61,57.06,57.06,29.59,213.45,151.64
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,738.80,738.79,868.22,784.61,710.51,3478.43,2771.49
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,1.44,1.44,8.45,9.51,2.11,32.76,7.40
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,2.17,2.17,19.02,15.85,6.34,63.40,34.87
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,22.37,22.37,10.57,16.91,16.91,67.63,61.29
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,38.91,38.91,30.91,35.66,37.25,180.70,183.47
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,0.00,0.00,2.11,0.00,0.00,2.11,0.00
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,22.73,22.73,31.70,16.91,16.91,101.44,70.80
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,425.41,425.41,547.64,434.70,463.63,2062.17,1668.28
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,0.00,0.00,8.45,3.17,2.11,17.96,6.34
REGION SUR,Sub. Cusco,COMER Y BEBER,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,6.36,6.36,9.51,15.85,3.17,42.80,23.78
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,16.43,16.44,17.44,3.17,19.02,190.21,147.15
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,392.17,392.14,342.37,392.04,330.75,3331.25,2929.71
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,1012.93,1012.92,529.41,455.31,568.64,8640.99,8323.58
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,64.97,64.95,45.44,49.14,36.46,773.50,644.05
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,INCA_KOLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,3.00,3.01,15.85,9.51,6.34,77.67,41.21
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,63.62,63.61,80.31,101.44,60.23,765.05,509.33
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,FANTA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,FANTA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,39.80,39.81,34.48,32.10,22.98,631.25,348.32
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,CRUSH,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,CRUSH FAMILIAR 3 LTS NO RETORNABLE,ABRIL,3.95,3.95,16.91,0.00,11.62,2.11,39.10
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,298.58,298.58,268.40,297.99,291.65,2281.42,2244.96
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,836.77,836.78,475.52,366.15,590.04,6326.40,7086.04
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1 LTS,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1 LTS NO RETORNABLE,ABRIL,78.42,78.41,46.49,64.99,52.31,663.78,573.26
REGION SUR,Sub. Arequipa,VTA AL PASO MAS OTROS,HORIZONTAL,COCA_COLA,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,COCA_COLA FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,5.11,5.11,19.81,3.17,11.10,45.18,53.10
REGION SUR,Sub. Arequipa,VERTICAL,VERTICAL,SCHWEPPES,FAMILIAR,1.5 LTS.,NO RETORNABLE,GASEOSAS,SCHWEPPES FAMILIAR 1.5 LTS. NO RETORNABLE,ABRIL,0.00,0.00,0.00,3.17,0.00,3.17,0.00
REGION SUR,Sub. Arequipa,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,3 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 3 LTS NO RETORNABLE,ABRIL,13.57,13.56,25.36,23.25,38.04,786.18,688.97
REGION SUR,Sub. Arequipa,VERTICAL,VERTICAL,INCA_KOLA,FAMILIAR,2.25 LTS,NO RETORNABLE,GASEOSAS,INCA_KOLA FAMILIAR 2.25 LTS NO RETORNABLE,ABRIL,145.31,145.32,66.57,30.91,147.41,2009.07,3988.42
